   0.0000000000000000e+00	   7.2356750062005115e-01	   6.9162867042982223e-01	  -2.2830564120537100e+00	   1.7982753309452384e-02	   3.2008238893611104e+02	   2.5067738530481467e+00	   3.2701299739161395e-02	   9.3029700533148159e+00	
   3.0000000000000000e+00	   5.2714738707287856e-01	   3.8302019376586433e-01	  -3.7164813878509761e+00	   1.8717890028551235e-02	   3.2171099019701450e+02	   2.5459079477298627e+00	   2.8479943644058808e-01	   9.6626205840380592e+00	
   6.0000000000000000e+00	   5.8960312299439499e-01	   7.0581462743402934e-01	  -1.5309929715976218e+00	   2.0756328419717966e-02	   3.2091330769424036e+02	   2.3605615428942226e+00	   2.0365164556689003e-01	   1.0990955477930623e+01	
   9.0000000000000000e+00	   3.6485422186218541e-01	   7.1327772580232640e-01	  -3.1730650036929084e+00	   2.2927442924951330e-02	   3.2500251772600052e+02	   2.7054182311063650e-02	   3.2618687913916078e-01	   1.2430107125754343e+01	
   1.2000000000000000e+01	   5.7654010120705990e-01	   3.6197809661363961e-01	  -1.7962118855409344e+00	   2.0370994255220536e-02	   3.2665276458017433e+02	   2.8564942908940694e-01	   7.5377625061166675e-01	   1.3681665628337370e+01	
   1.5000000000000000e+01	   6.4310659375979751e-01	   5.5950430666814166e-01	  -2.8042676797114101e+00	   2.3209106157185262e-02	   3.2618691637449342e+02	   2.6313280711188631e+00	   1.8518540642114980e+00	   1.4608886382335426e+01	
   1.8000000000000000e+01	   4.9536400254932234e-01	   6.9046091894808392e-01	  -3.2074440063047565e+00	   1.6374061158379492e-02	   3.2658939547019094e+02	   9.9785527948915098e-01	   2.3023395954001580e+00	   1.5713199583265640e+01	
   2.1000000000000000e+01	   5.8507545275806272e-01	   4.7051673491141160e-01	  -1.0418465513424189e+00	   1.5338045675742297e-02	   3.2873488603385550e+02	   4.4741483800637295e-03	   2.4473565867294167e+00	   1.6536306800616021e+01	
   2.4000000000000000e+01	   6.6465368818803316e-01	   3.6028286808760179e-01	  -1.9316751219282247e+00	   1.7923064432316164e-02	   3.2960968598715107e+02	   7.5569420865305448e-01	   3.0366202333571715e+00	   1.7025368883552005e+01	
   2.7000000000000000e+01	   6.4304313917799982e-01	   5.7408098882054193e-01	  -1.4784810894587790e+00	   1.1513460837292431e-02	   3.3018527054641413e+02	   1.5045548678030024e-01	   3.5675485464259395e+00	   1.7616130489722838e+01	
   3.0000000000000000e+01	   4.6456114833988044e-01	   3.8707387355097711e-01	  -3.9133019028275200e+00	   1.7580063776710786e-02	   3.3173910648522582e+02	   1.2636969742543015e-02	   3.4628086288320450e+00	   1.8101963763191520e+01	
   3.3000000000000000e+01	   4.0492144796009982e-01	   6.6080277085537675e-01	  -1.5986996299723619e+00	   1.5723325940590501e-02	   3.3310734128331006e+02	   1.2963787557213573e-02	   3.4233811212003467e+00	   1.8617837902445775e+01	
   3.6000000000000000e+01	   7.2437992226941494e-01	   4.4619008294416407e-01	  -3.9891634435977252e+00	   1.4141722430714708e-02	   3.3225268128811393e+02	   1.4304903117097431e-03	   3.5421268620466719e+00	   1.8635723397641421e+01	
   3.9000000000000000e+01	   7.3130205337187082e-01	   6.9771725208627311e-01	  -1.1508645275030274e+00	   2.0671460239756440e-02	   3.3196419021727246e+02	   1.2618659705116368e+00	   3.5426977266859723e+00	   1.8751322241293309e+01	
   4.2000000000000000e+01	   7.1610820665151254e-01	   4.7084660904754011e-01	  -2.5096710864823248e+00	   2.3348293129917593e-02	   3.3225844119477870e+02	  -4.5331284664272857e-03	   3.0332127269454312e+00	   1.9508894229755565e+01	
   4.5000000000000000e+01	   5.1915886422780644e-01	   5.1086634169035616e-01	  -9.7339551012039971e-01	   1.7045046644833722e-02	   3.3269819104520138e+02	  -3.6224067554566503e-02	   2.1551742682671953e+00	   2.0456632121747315e+01	
   4.8000000000000000e+01	   5.9527947339272902e-01	   6.4285282579114256e-01	  -3.3379950929112323e+00	   1.8983813276283575e-02	   3.3371069868233047e+02	  -2.8905017225878151e-02	   2.1301210157363784e+00	   2.0896454958567229e+01	
   5.1000000000000000e+01	   4.8403136963140642e-01	   3.7717123559245991e-01	  -2.5163600513815569e+00	   1.0279152717062329e-02	   3.3492334449258965e+02	   3.2445180603392472e-02	   2.2673874055362946e+00	   2.1027555489570741e+01	
   5.4000000000000000e+01	   4.0625211573272868e-01	   6.8665376097413722e-01	  -1.6666306492620655e+00	   2.0761997592680818e-02	   3.3292219743519058e+02	   6.6819178036113147e-02	   2.2193279966221078e+00	   2.0836173956098651e+01	
   5.7000000000000000e+01	   5.1517289447926606e-01	   7.3014828346406746e-01	  -1.7560674421383600e+00	   1.3143529613080854e-02	   3.3091511414611040e+02	  -1.7981384512694518e-02	   1.5736882651788502e+00	   2.0700634625722380e+01	
   6.0000000000000000e+01	   3.5369952866165671e-01	   4.8739440454394917e-01	  -2.1175136512626618e+00	   2.0078959917209944e-02	   3.2832673962388651e+02	   1.3176017285323975e+00	   1.2966647010895727e+00	   2.0394276214629361e+01	
   6.3000000000000000e+01	   5.1216967965043636e-01	   6.4642243021566470e-01	  -3.7401671403570536e+00	   1.1627353824987280e-02	   3.2640364686597263e+02	   3.1512735891498833e+00	   5.5131592735580148e-01	   2.0221606553899534e+01	
   6.6000000000000000e+01	   4.5300399278171782e-01	   7.1843228485796529e-01	  -1.3279497051791589e+00	   2.1740968099094406e-02	   3.2365885890683279e+02	   3.7267524275927717e+00	  -1.1594850881589347e-01	   1.9741008572644219e+01	
   6.9000000000000000e+01	   6.4876082519359968e-01	   3.4339971242054468e-01	  -2.0459455185422075e+00	   1.3691540669859665e-02	   3.2206012554640364e+02	   3.5486488719826008e+00	  -5.4321365638263974e-01	   1.9849173637288239e+01	
   7.2000000000000000e+01	   5.3384963917916362e-01	   7.0924137647456353e-01	  -1.8311088375722355e+00	   1.2666236484711123e-02	   3.2043344027766636e+02	   4.0108657107957235e+00	  -1.1849543243239600e+00	   1.9753393543103698e+01	
   7.5000000000000000e+01	   3.9986970540440347e-01	   3.4870601493274078e-01	  -1.0826961266754482e+00	   2.0909791778646700e-02	   3.2122978666431487e+02	   6.0034757878193834e-01	  -1.2325020233460580e+00	   1.9778569808655448e+01	
   7.8000000000000000e+01	   5.7823590720952789e-01	   7.0979805335478907e-01	  -1.3743181465669192e+00	   1.0350624621437200e-02	   3.1958968447389668e+02	   3.5986419854151508e-01	  -1.6780450371445093e+00	   1.9799859219852102e+01	
   8.1000000000000000e+01	   4.4361803243742826e-01	   6.6560408444514307e-01	  -8.6145656097906675e-01	   2.2472614786035489e-02	   3.1804451958020940e+02	   5.3833610029271084e-01	  -1.5227472466069563e+00	   1.9439141252215123e+01	
   8.4000000000000000e+01	   6.3785370963192600e-01	   5.3517070700552949e-01	  -3.6838048998701023e+00	   1.6782261283036268e-02	   3.1675434566745059e+02	   5.9206283539934446e-01	  -1.6997059824852214e+00	   1.9584161984340088e+01	
   8.7000000000000000e+01	   4.8575778579205398e-01	   4.5467714693989114e-01	  -1.1378218616985238e+00	   1.8268975880090372e-02	   3.1449787963056008e+02	   2.2091653534381552e+00	  -1.9981529803140483e+00	   1.9499001955776723e+01	
   9.0000000000000000e+01	   3.6006478707815742e-01	   3.9484178038293960e-01	  -2.8561839236588749e+00	   1.2938862299337469e-02	   3.1333382263388410e+02	   1.6364503356474209e+00	  -1.9931503633940648e+00	   1.9649350812086013e+01	
   9.3000000000000000e+01	   6.6066444012937819e-01	   7.0463398912408748e-01	  -1.0607582317848903e+00	   1.9753635894143508e-02	   3.1181620660889268e+02	  -7.7152759079732579e-03	  -2.1874439435592179e+00	   1.9328393975408567e+01	
   9.6000000000000000e+01	   5.1589146927041107e-01	   6.4582543697485373e-01	  -2.5792304287368784e+00	   1.3735595108892164e-02	   3.0918216265952793e+02	   8.7425934507562350e-02	  -1.8598274682857028e+00	   1.9169509197907050e+01	
